노선,지점번호,구간,방향,계
경부선,00108-1,영천JCT~영천,종점,138
경부선,00108-1,영천JCT~영천,종점,279
경부선,00108-1,영천JCT~영천,종점,416
경부선,00108-1,영천JCT~영천,종점,15749
경부선,109,영천~경산,기점,1885
경부선,109,영천~경산,기점,1564
경부선,109,영천~경산,기점,1797
경부선,109,영천~경산,기점,1830
경부선,109,영천~경산,기점,1892
경부선,109,영천~경산,기점,1615
경부선,109,영천~경산,기점,1508
경부선,109,영천~경산,기점,1477
경부선,109,영천~경산,기점,1318
경부선,109,영천~경산,기점,1631
경부선,109,영천~경산,기점,1642
경부선,109,영천~경산,기점,1341
경부선,109,영천~경산,기점,1088
경부선,109,영천~경산,기점,722
경부선,109,영천~경산,기점,507
경부선,109,영천~경산,기점,364
경부선,109,영천~경산,기점,271
경부선,109,영천~경산,기점,139
경부선,109,영천~경산,기점,118
경부선,109,영천~경산,기점,101
경부선,109,영천~경산,기점,158
경부선,109,영천~경산,기점,237
경부선,109,영천~경산,기점,417
경부선,109,영천~경산,기점,802
경부선,109,영천~경산,기점,24424
경부선,109,영천~경산,종점,1420
경부선,109,영천~경산,종점,1466
경부선,109,영천~경산,종점,1257
경부선,109,영천~경산,종점,1452
경부선,109,영천~경산,종점,1404
경부선,109,영천~경산,종점,1476
경부선,109,영천~경산,종점,1549
경부선,109,영천~경산,종점,1653
경부선,109,영천~경산,종점,1831
경부선,109,영천~경산,종점,1615
경부선,109,영천~경산,종점,1860
경부선,109,영천~경산,종점,1521
경부선,109,영천~경산,종점,1061
경부선,109,영천~경산,종점,732
경부선,109,영천~경산,종점,583
경부선,109,영천~경산,종점,467
경부선,109,영천~경산,종점,269
경부선,109,영천~경산,종점,130
경부선,109,영천~경산,종점,122
경부선,109,영천~경산,종점,92
경부선,109,영천~경산,종점,144
경부선,109,영천~경산,종점,192
경부선,109,영천~경산,종점,395
경부선,109,영천~경산,종점,663
경부선,109,영천~경산,종점,23354
경부선,110,경산~동대구JCT,기점,2273
경부선,110,경산~동대구JCT,기점,2293
경부선,110,경산~동대구JCT,기점,2426
경부선,110,경산~동대구JCT,기점,2673
경부선,110,경산~동대구JCT,기점,2698
경부선,110,경산~동대구JCT,기점,2462
경부선,110,경산~동대구JCT,기점,2398
경부선,110,경산~동대구JCT,기점,2448
경부선,110,경산~동대구JCT,기점,2327
경부선,110,경산~동대구JCT,기점,2288
경부선,110,경산~동대구JCT,기점,2656
경부선,110,경산~동대구JCT,기점,2515
경부선,110,경산~동대구JCT,기점,1836
경부선,110,경산~동대구JCT,기점,1275
경부선,110,경산~동대구JCT,기점,902
경부선,110,경산~동대구JCT,기점,657
경부선,110,경산~동대구JCT,기점,452
경부선,110,경산~동대구JCT,기점,296
경부선,110,경산~동대구JCT,기점,212
경부선,110,경산~동대구JCT,기점,184
경부선,110,경산~동대구JCT,기점,205
경부선,110,경산~동대구JCT,기점,306
경부선,110,경산~동대구JCT,기점,565
경부선,110,경산~동대구JCT,기점,1172
경부선,110,경산~동대구JCT,기점,37519
경부선,110,경산~동대구JCT,종점,1959
경부선,110,경산~동대구JCT,종점,2216
경부선,110,경산~동대구JCT,종점,2030
경부선,110,경산~동대구JCT,종점,2224
경부선,110,경산~동대구JCT,종점,2287
경부선,110,경산~동대구JCT,종점,2211
경부선,110,경산~동대구JCT,종점,2354
경부선,110,경산~동대구JCT,종점,2563
경부선,110,경산~동대구JCT,종점,2696
경부선,110,경산~동대구JCT,종점,2865
경부선,110,경산~동대구JCT,종점,2797
경부선,110,경산~동대구JCT,종점,2579
경부선,110,경산~동대구JCT,종점,2007
경부선,110,경산~동대구JCT,종점,1408
경부선,110,경산~동대구JCT,종점,1107
경부선,110,경산~동대구JCT,종점,750
경부선,110,경산~동대구JCT,종점,479
경부선,110,경산~동대구JCT,종점,310
경부선,110,경산~동대구JCT,종점,212
경부선,110,경산~동대구JCT,종점,178
경부선,110,경산~동대구JCT,종점,191
경부선,110,경산~동대구JCT,종점,282
경부선,110,경산~동대구JCT,종점,520
경부선,110,경산~동대구JCT,종점,1098
경부선,110,경산~동대구JCT,종점,37323
경부선,00110-1,동대구JCT~도동JCT,기점,3353
경부선,00110-1,동대구JCT~도동JCT,기점,3456
경부선,00110-1,동대구JCT~도동JCT,기점,3489
경부선,00110-1,동대구JCT~도동JCT,기점,3457
경부선,00110-1,동대구JCT~도동JCT,기점,3200
경부선,00110-1,동대구JCT~도동JCT,기점,3122
경부선,00110-1,동대구JCT~도동JCT,기점,3249
경부선,00110-1,동대구JCT~도동JCT,기점,3548
경부선,00110-1,동대구JCT~도동JCT,기점,3665
경부선,00110-1,동대구JCT~도동JCT,기점,3845
경부선,00110-1,동대구JCT~도동JCT,기점,4470
경부선,00110-1,동대구JCT~도동JCT,기점,4100
경부선,00110-1,동대구JCT~도동JCT,기점,2792
경부선,00110-1,동대구JCT~도동JCT,기점,1875
경부선,00110-1,동대구JCT~도동JCT,기점,1500
경부선,00110-1,동대구JCT~도동JCT,기점,1073
경부선,00110-1,동대구JCT~도동JCT,기점,803
경부선,00110-1,동대구JCT~도동JCT,기점,454
경부선,00110-1,동대구JCT~도동JCT,기점,344
경부선,00110-1,동대구JCT~도동JCT,기점,273
경부선,00110-1,동대구JCT~도동JCT,기점,343
경부선,00110-1,동대구JCT~도동JCT,기점,526
경부선,00110-1,동대구JCT~도동JCT,기점,977
경부선,00110-1,동대구JCT~도동JCT,기점,1949
경부선,00110-1,동대구JCT~도동JCT,기점,55863
경부선,00110-1,동대구JCT~도동JCT,종점,3559
경부선,00110-1,동대구JCT~도동JCT,종점,3965
경부선,00110-1,동대구JCT~도동JCT,종점,3651
경부선,00110-1,동대구JCT~도동JCT,종점,3511
경부선,00110-1,동대구JCT~도동JCT,종점,3309
경부선,00110-1,동대구JCT~도동JCT,종점,2938
경부선,00110-1,동대구JCT~도동JCT,종점,3076
경부선,00110-1,동대구JCT~도동JCT,종점,3243
경부선,00110-1,동대구JCT~도동JCT,종점,3301
경부선,00110-1,동대구JCT~도동JCT,종점,3637
경부선,00110-1,동대구JCT~도동JCT,종점,3816
경부선,00110-1,동대구JCT~도동JCT,종점,3494
경부선,00110-1,동대구JCT~도동JCT,종점,2450
경부선,00110-1,동대구JCT~도동JCT,종점,1886
경부선,00110-1,동대구JCT~도동JCT,종점,1418
경부선,00110-1,동대구JCT~도동JCT,종점,1055
경부선,00110-1,동대구JCT~도동JCT,종점,720
경부선,00110-1,동대구JCT~도동JCT,종점,431
경부선,00110-1,동대구JCT~도동JCT,종점,301
경부선,00110-1,동대구JCT~도동JCT,종점,272
경부선,00110-1,동대구JCT~도동JCT,종점,330
경부선,00110-1,동대구JCT~도동JCT,종점,529
경부선,00110-1,동대구JCT~도동JCT,종점,935
경부선,00110-1,동대구JCT~도동JCT,종점,1840
경부선,00110-1,동대구JCT~도동JCT,종점,53667
경부선,111,도동JCT~북대구,기점,3912
경부선,111,도동JCT~북대구,기점,4289
경부선,111,도동JCT~북대구,기점,4287
경부선,111,도동JCT~북대구,기점,4166
경부선,111,도동JCT~북대구,기점,3971
경부선,111,도동JCT~북대구,기점,3815
경부선,111,도동JCT~북대구,기점,3820
경부선,111,도동JCT~북대구,기점,4190
경부선,111,도동JCT~북대구,기점,4203
경부선,111,도동JCT~북대구,기점,4393
경부선,111,도동JCT~북대구,기점,4883
경부선,111,도동JCT~북대구,기점,4521
경부선,111,도동JCT~북대구,기점,2995
경부선,111,도동JCT~북대구,기점,2108
경부선,111,도동JCT~북대구,기점,1671
경부선,111,도동JCT~북대구,기점,1142
경부선,111,도동JCT~북대구,기점,848
경부선,111,도동JCT~북대구,기점,542
경부선,111,도동JCT~북대구,기점,396
경부선,111,도동JCT~북대구,기점,363
경부선,111,도동JCT~북대구,기점,442
경부선,111,도동JCT~북대구,기점,579
경부선,111,도동JCT~북대구,기점,1266
경부선,111,도동JCT~북대구,기점,2507
경부선,111,도동JCT~북대구,기점,65309
경부선,111,도동JCT~북대구,종점,4206
경부선,111,도동JCT~북대구,종점,4713
경부선,111,도동JCT~북대구,종점,4193
경부선,111,도동JCT~북대구,종점,4281
경부선,111,도동JCT~북대구,종점,3905
경부선,111,도동JCT~북대구,종점,3632
경부선,111,도동JCT~북대구,종점,3757
경부선,111,도동JCT~북대구,종점,4076
경부선,111,도동JCT~북대구,종점,4094
경부선,111,도동JCT~북대구,종점,4667
경부선,111,도동JCT~북대구,종점,5997
경부선,111,도동JCT~북대구,종점,4485
경부선,111,도동JCT~북대구,종점,3065
경부선,111,도동JCT~북대구,종점,2249
경부선,111,도동JCT~북대구,종점,1676
경부선,111,도동JCT~북대구,종점,1333
경부선,111,도동JCT~북대구,종점,911
경부선,111,도동JCT~북대구,종점,596
경부선,111,도동JCT~북대구,종점,365
경부선,111,도동JCT~북대구,종점,323
경부선,111,도동JCT~북대구,종점,394
경부선,111,도동JCT~북대구,종점,623
경부선,111,도동JCT~북대구,종점,1094
경부선,111,도동JCT~북대구,종점,2147
경부선,111,도동JCT~북대구,종점,66782
경부선,112,북대구~금호JCT,기점,4885
경부선,112,북대구~금호JCT,기점,4169
경부선,112,북대구~금호JCT,기점,4126
경부선,112,북대구~금호JCT,기점,4084
경부선,112,북대구~금호JCT,기점,4101
경부선,112,북대구~금호JCT,기점,4065
경부선,112,북대구~금호JCT,기점,4287
경부선,112,북대구~금호JCT,기점,4788
경부선,112,북대구~금호JCT,기점,4865
경부선,112,북대구~금호JCT,기점,5342
경부선,112,북대구~금호JCT,기점,6116
경부선,112,북대구~금호JCT,기점,5350
경부선,112,북대구~금호JCT,기점,3796
경부선,112,북대구~금호JCT,기점,2788
경부선,112,북대구~금호JCT,기점,2080
경부선,112,북대구~금호JCT,기점,1452
경부선,112,북대구~금호JCT,기점,1069
경부선,112,북대구~금호JCT,기점,611
경부선,112,북대구~금호JCT,기점,409
경부선,112,북대구~금호JCT,기점,380
경부선,112,북대구~금호JCT,기점,438
경부선,112,북대구~금호JCT,기점,666
경부선,112,북대구~금호JCT,기점,1179
경부선,112,북대구~금호JCT,기점,2208
경부선,112,북대구~금호JCT,기점,73254
경부선,112,북대구~금호JCT,종점,4644
경부선,112,북대구~금호JCT,종점,5782
경부선,112,북대구~금호JCT,종점,5113
경부선,112,북대구~금호JCT,종점,5056
경부선,112,북대구~금호JCT,종점,4576
경부선,112,북대구~금호JCT,종점,4146
경부선,112,북대구~금호JCT,종점,4160
경부선,112,북대구~금호JCT,종점,4354
경부선,112,북대구~금호JCT,종점,4141
경부선,112,북대구~금호JCT,종점,4660
경부선,112,북대구~금호JCT,종점,4889
경부선,112,북대구~금호JCT,종점,4343
경부선,112,북대구~금호JCT,종점,3100
경부선,112,북대구~금호JCT,종점,2181
경부선,112,북대구~금호JCT,종점,1775
경부선,112,북대구~금호JCT,종점,1299
경부선,112,북대구~금호JCT,종점,890
경부선,112,북대구~금호JCT,종점,553
경부선,112,북대구~금호JCT,종점,427
경부선,112,북대구~금호JCT,종점,334
경부선,112,북대구~금호JCT,종점,428
경부선,112,북대구~금호JCT,종점,603
경부선,112,북대구~금호JCT,종점,1345
경부선,112,북대구~금호JCT,종점,2924
경부선,112,북대구~금호JCT,종점,71723
경부선,113,금호JCT~칠곡물류,기점,2609
경부선,113,금호JCT~칠곡물류,기점,3009
경부선,113,금호JCT~칠곡물류,기점,2711
경부선,113,금호JCT~칠곡물류,기점,2816
경부선,113,금호JCT~칠곡물류,기점,2899
경부선,113,금호JCT~칠곡물류,기점,2858
경부선,113,금호JCT~칠곡물류,기점,3122
경부선,113,금호JCT~칠곡물류,기점,3370
경부선,113,금호JCT~칠곡물류,기점,3521
경부선,113,금호JCT~칠곡물류,기점,3789
경부선,113,금호JCT~칠곡물류,기점,3732
경부선,113,금호JCT~칠곡물류,기점,3365
경부선,113,금호JCT~칠곡물류,기점,2873
경부선,113,금호JCT~칠곡물류,기점,2221
경부선,113,금호JCT~칠곡물류,기점,1868
경부선,113,금호JCT~칠곡물류,기점,1416
경부선,113,금호JCT~칠곡물류,기점,997
경부선,113,금호JCT~칠곡물류,기점,701
경부선,113,금호JCT~칠곡물류,기점,502
경부선,113,금호JCT~칠곡물류,기점,413
경부선,113,금호JCT~칠곡물류,기점,424
경부선,113,금호JCT~칠곡물류,기점,565
경부선,113,금호JCT~칠곡물류,기점,876
경부선,113,금호JCT~칠곡물류,기점,1602
경부선,113,금호JCT~칠곡물류,기점,52259
경부선,113,금호JCT~칠곡물류,종점,2965
경부선,113,금호JCT~칠곡물류,종점,3131
경부선,113,금호JCT~칠곡물류,종점,3175
경부선,113,금호JCT~칠곡물류,종점,3424
경부선,113,금호JCT~칠곡물류,종점,3428
경부선,113,금호JCT~칠곡물류,종점,3126
경부선,113,금호JCT~칠곡물류,종점,3060
경부선,113,금호JCT~칠곡물류,종점,3151
경부선,113,금호JCT~칠곡물류,종점,3135
경부선,113,금호JCT~칠곡물류,종점,3165
경부선,113,금호JCT~칠곡물류,종점,3619
경부선,113,금호JCT~칠곡물류,종점,3378
경부선,113,금호JCT~칠곡물류,종점,2607
경부선,113,금호JCT~칠곡물류,종점,2167
경부선,113,금호JCT~칠곡물류,종점,1717
경부선,113,금호JCT~칠곡물류,종점,1340
경부선,113,금호JCT~칠곡물류,종점,926
경부선,113,금호JCT~칠곡물류,종점,640
경부선,113,금호JCT~칠곡물류,종점,443
경부선,113,금호JCT~칠곡물류,종점,371
경부선,113,금호JCT~칠곡물류,종점,416
경부선,113,금호JCT~칠곡물류,종점,574
경부선,113,금호JCT~칠곡물류,종점,908
경부선,113,금호JCT~칠곡물류,종점,1699
경부선,113,금호JCT~칠곡물류,종점,52565
경부선,00113-1,칠곡물류~왜관,기점,3125
